epoch,accuracy,dice_coef,loss,mean_io_u,val_accuracy,val_dice_coef,val_loss,val_mean_io_u
73,0.9898348450660706,0.7176684141159058,0.3004705607891083,0.9348651170730591,0.9846516847610474,0.7421016693115234,0.28832557797431946,0.9357267618179321
74,0.9890992641448975,0.7319139838218689,0.2879409193992615,0.9160128831863403,0.9926218390464783,0.7138275504112244,0.2999844551086426,0.9577470421791077
75,0.9881883859634399,0.7057899236679077,0.3156948685646057,0.9171359539031982,0.989847719669342,0.7410224676132202,0.2757764458656311,0.9514286518096924
76,0.9864466786384583,0.7226632833480835,0.30334344506263733,0.9125045537948608,0.9867011308670044,0.737582802772522,0.2818455398082733,0.9233989715576172
77,0.988003671169281,0.7162505388259888,0.30475449562072754,0.9164143800735474,0.9856959581375122,0.684894323348999,0.34016212821006775,0.9303180575370789
78,0.9913071990013123,0.7315527200698853,0.282574862241745,0.9338085055351257,0.9886332750320435,0.7738145589828491,0.24359560012817383,0.9433479905128479
79,0.9885158538818359,0.7572838068008423,0.26295754313468933,0.9358757734298706,0.9855894446372986,0.702817976474762,0.32965120673179626,0.9587783217430115
80,0.9893825054168701,0.7032867074012756,0.3148067593574524,0.9297503232955933,0.991413414478302,0.7773889303207397,0.23906704783439636,0.954038679599762
81,0.9878037571907043,0.6951597929000854,0.3274601101875305,0.9195481538772583,0.9821996092796326,0.7364515662193298,0.2998284101486206,0.936590850353241
82,0.9879872798919678,0.7187312841415405,0.3035579323768616,0.916494607925415,0.98975670337677,0.7506352663040161,0.26582151651382446,0.9365591406822205
83,0.9908536672592163,0.7585830688476562,0.257270872592926,0.9292820692062378,0.9873520135879517,0.7612648010253906,0.25930139422416687,0.913480281829834
84,0.9877536296844482,0.6848201751708984,0.3394639790058136,0.9156375527381897,0.9861643314361572,0.6403341889381409,0.38505488634109497,0.919520378112793
85,0.9879845380783081,0.7293277382850647,0.292132169008255,0.915343165397644,0.9889079332351685,0.7334988117218018,0.2849917709827423,0.9294387102127075
86,0.9911922812461853,0.7340304851531982,0.2808014154434204,0.9256383180618286,0.9925915002822876,0.7313053607940674,0.281681090593338,0.9586049914360046
87,0.9886443614959717,0.7333555817604065,0.2903250455856323,0.9379116296768188,0.9871842861175537,0.7464220523834229,0.27760782837867737,0.9546548128128052
88,0.9852104187011719,0.6976830959320068,0.3294369876384735,0.9181212186813354,0.9889936447143555,0.7618480324745178,0.25677013397216797,0.947533369064331
89,0.9896031022071838,0.7106031775474548,0.30725452303886414,0.9278662204742432,0.9853312373161316,0.6983994245529175,0.32820069789886475,0.931496262550354
90,0.9873228073120117,0.7018042206764221,0.32405778765678406,0.9325129389762878,0.9882938861846924,0.8063443899154663,0.21024197340011597,0.924189031124115
91,0.988235354423523,0.7160994410514832,0.30480945110321045,0.9119315147399902,0.9903272390365601,0.685667872428894,0.33120372891426086,0.9434859156608582
92,0.9893702864646912,0.7406430840492249,0.2766278088092804,0.9240593910217285,0.9870935082435608,0.691521406173706,0.33052799105644226,0.9350787401199341
93,0.9883151650428772,0.7268854975700378,0.2920348346233368,0.9212952256202698,0.9909473657608032,0.6641469597816467,0.3546433746814728,0.95329749584198
94,0.9913308024406433,0.7427762150764465,0.2714741826057434,0.9316267371177673,0.9891086220741272,0.7148328423500061,0.3072737455368042,0.9576452970504761
95,0.9881617426872253,0.7227658629417419,0.2980225086212158,0.9237525463104248,0.9906661510467529,0.739251434803009,0.27846479415893555,0.9434677362442017
96,0.9898401498794556,0.7542885541915894,0.26331627368927,0.9137508869171143,0.9825918674468994,0.6997910737991333,0.3313315510749817,0.9034609794616699
97,0.9896576404571533,0.7239822149276733,0.29438143968582153,0.9244354963302612,0.9892224669456482,0.7220926284790039,0.29651597142219543,0.9305312037467957
98,0.9881893396377563,0.7312999367713928,0.2879943549633026,0.9025803804397583,0.989680290222168,0.7534393072128296,0.2592856287956238,0.9205065965652466
99,0.9919561743736267,0.7597547769546509,0.25304147601127625,0.9341014623641968,0.9870024919509888,0.7180155515670776,0.3064269721508026,0.9416888952255249
