epoch,loss,dice_coef,dice_bg,dice_NETC,dice_SNFH,dice_ET,dice_RC,dice_tumor_core,dice_whole_tumor,val_loss,val_dice_coef,val_dice_bg,val_dice_NETC,val_dice_SNFH,val_dice_ET,val_dice_RC,val_dice_tumor_core,val_dice_whole_tumor,lr
11,0.5241835327887977,0.6814378449979235,0.9949302840510819,0.42065928026008786,0.81950459555531,0.8231264438233517,0.6624610603529445,0.7943596229619454,0.8435918679777604,0.5899731576442718,0.5536884548325991,0.9952580756150656,0.007515460286478186,0.7236524733415473,0.77616303668013,0.7074228490222408,0.7217153700885375,0.7495257661134268,0.001
12,0.5627794685739058,0.6154975410028465,0.9945758742334593,0.18789797413787535,0.8130323445557531,0.8202232379447268,0.6408366073730309,0.7749571093776059,0.8324702400457021,0.4907561515768369,0.7083347841796617,0.9955473770933032,0.5171351515661267,0.7860719707550007,0.8451326780949583,0.6849993363025606,0.8351618766923185,0.8120098619444833,0.001
13,0.49084827361835376,0.691842288339657,0.9952907945909413,0.4139946415748539,0.8348567080275571,0.8421516262826608,0.676366177473556,0.8108212962555178,0.8536995132140799,0.467556557059288,0.7399060855634666,0.9963888947676797,0.6053691529906972,0.8016575761717813,0.8408662786143772,0.7117313344770103,0.8408787341506958,0.8314836126382456,0.001
14,0.5060129155163412,0.6878955717971575,0.9951699778027926,0.405686213728887,0.8320538650713653,0.8372366328630407,0.6766055755253372,0.8075129200585208,0.8517421311157095,0.47183116922775903,0.7406903998938571,0.996049180382467,0.5920523967094113,0.7936767871292337,0.8581673671246052,0.7188650486121778,0.847613124703542,0.8228829024332842,0.001
15,0.5000556710417624,0.6835025352681033,0.9950231467400458,0.4104209184994474,0.8247047089048483,0.8290886186416432,0.6697958950264743,0.7964607647761391,0.8452302233214445,0.486337973177433,0.6495096086653263,0.9965033556447488,0.23280334186738294,0.8147864428507046,0.8310520858564474,0.7193965640867699,0.790907038222427,0.8357168445347437,0.001
16,0.4784015654137841,0.7213370846357237,0.9949730504985368,0.532400018985156,0.8253693636578644,0.8390062725530177,0.6885726833468566,0.8222536102102744,0.8472163930941818,0.5272410909334818,0.6958299944720865,0.9947811182775027,0.5909217582104368,0.7414883991911773,0.7869551450300502,0.6639546754566816,0.784149751805133,0.7798097517146143,0.001
17,0.5005914468732146,0.7041108215738474,0.995119596420381,0.4775167733209293,0.8287050135931119,0.8351503402490613,0.6750711591322872,0.8108657495276809,0.8492182951871418,0.4389945358037949,0.7527541323615643,0.9967154450459825,0.5942594127672701,0.8258968644598872,0.8553760273581585,0.7354842248609413,0.8539564998265261,0.8499615055166321,0.001
18,0.4933019743749389,0.6961970157800608,0.9946218681522245,0.4977205446743562,0.8189534776399908,0.8372512529584376,0.6308627878474582,0.8173490203325018,0.8408971949785194,0.4961770097414652,0.7339926618043139,0.9954042185923788,0.6206152522535779,0.7828234937236893,0.8110362588104377,0.7214956424295506,0.8134644004774513,0.8110900326163346,0.001
19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001
20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001
21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001
22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001
23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001
24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001
27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001
28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005
29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005
31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005
