epoch,dice_ET,dice_NETC,dice_RC,dice_SNFH,dice_bg,dice_coef,dice_tumor_core,dice_whole_tumor,learning_rate,loss,val_dice_ET,val_dice_NETC,val_dice_RC,val_dice_SNFH,val_dice_bg,val_dice_coef,val_dice_tumor_core,val_dice_whole_tumor,val_loss
0,0.7737993597984314,0.8475198745727539,0.8097690939903259,0.8557620644569397,0.9957948923110962,0.709553599357605,0.8495527505874634,0.8671241402626038,4.999999873689376e-05,0.3338181972503662,0.31526830792427063,0.8263087868690491,0.5772480368614197,0.7490686178207397,0.9941522479057312,0.5935549736022949,0.8245123624801636,0.8336900472640991,0.48264044523239136
1,0.7053893208503723,0.8460891246795654,0.8135608434677124,0.8571739792823792,0.9957044124603271,0.7185086607933044,0.846452534198761,0.8629772663116455,4.999999873689376e-05,0.32379478216171265,0.4760448932647705,0.8389319777488708,0.5447831153869629,0.8062758445739746,0.9945909976959229,0.6136664152145386,0.8370710611343384,0.8511592745780945,0.4531135559082031
2,0.5081475973129272,0.8534186482429504,0.8198889493942261,0.8429220914840698,0.9958298206329346,0.7050291895866394,0.852911651134491,0.8659482598304749,4.999999873689376e-05,0.3354164659976959,0.40433818101882935,0.8358238339424133,0.5926446914672852,0.7916440963745117,0.9941482543945312,0.5836560130119324,0.8341014981269836,0.8479250073432922,0.4932328164577484
3,0.6182841658592224,0.8375797271728516,0.7980427742004395,0.8302536010742188,0.9957785606384277,0.7125987410545349,0.8378642201423645,0.8522346615791321,4.999999873689376e-05,0.33004122972488403,0.44460925459861755,0.833711564540863,0.5515961647033691,0.7995994687080383,0.9941839575767517,0.5921074151992798,0.8292011022567749,0.8422121405601501,0.4786611497402191
4,0.6559442281723022,0.8358958959579468,0.8268966674804688,0.826783299446106,0.9959297776222229,0.7219367623329163,0.8359199166297913,0.849901020526886,4.999999873689376e-05,0.3172306418418884,0.30826741456985474,0.8303804993629456,0.582500159740448,0.7578019499778748,0.9936828017234802,0.5739074945449829,0.8284336924552917,0.8363729119300842,0.5039771199226379
5,0.7913870215415955,0.826973557472229,0.8251619338989258,0.8432161808013916,0.9958928823471069,0.7289212346076965,0.8298068046569824,0.8491522669792175,4.999999873689376e-05,0.3134056031703949,0.41150856018066406,0.8330596685409546,0.5742150545120239,0.7758914828300476,0.9932475686073303,0.5740595459938049,0.831046462059021,0.8425325751304626,0.5115248560905457
6,0.6374866962432861,0.8380815982818604,0.8285760283470154,0.8435896039009094,0.9957408308982849,0.7272182703018188,0.8377706408500671,0.8535261750221252,4.999999873689376e-05,0.3134390413761139,0.443839430809021,0.8363707661628723,0.6008011698722839,0.7928904294967651,0.9943113327026367,0.5993713140487671,0.8319985866546631,0.8446358442306519,0.4700986444950104
7,0.6405652165412903,0.8532714247703552,0.83187335729599,0.8598842620849609,0.9959437251091003,0.7223197817802429,0.8538188934326172,0.868844747543335,4.999999873689376e-05,0.31557583808898926,0.4863314628601074,0.8352646827697754,0.6118876338005066,0.8105337023735046,0.9946179389953613,0.6499060392379761,0.8318487405776978,0.8474365472793579,0.41297587752342224
8,0.7160926461219788,0.8499137759208679,0.8579597473144531,0.8604697585105896,0.9961434006690979,0.7486233711242676,0.8500857353210449,0.8650627136230469,4.999999873689376e-05,0.2862253487110138,0.4550391137599945,0.8337138891220093,0.5627831220626831,0.8227870464324951,0.9948898553848267,0.6103665828704834,0.8326484560966492,0.8499419093132019,0.4518631398677826
9,0.7808594703674316,0.848440408706665,0.83753502368927,0.8692326545715332,0.9961576461791992,0.7477632761001587,0.850030243396759,0.8681900501251221,4.999999873689376e-05,0.2888280153274536,0.42657026648521423,0.8395994901657104,0.63082355260849,0.8229283690452576,0.9954491853713989,0.6093147993087769,0.838699460029602,0.8572465777397156,0.44810986518859863
10,0.7879382371902466,0.8453340530395508,0.8174547553062439,0.8565703630447388,0.9961850047111511,0.73467618227005,0.8464567065238953,0.8646317720413208,4.999999873689376e-05,0.3025418221950531,0.31005361676216125,0.8322702646255493,0.5818085670471191,0.7558913826942444,0.9941561222076416,0.569092869758606,0.8308044075965881,0.839073121547699,0.5069714784622192
11,0.5611700415611267,0.84297114610672,0.833958625793457,0.8336248993873596,0.9961035847663879,0.7200641632080078,0.8434338569641113,0.8566389083862305,4.999999873689376e-05,0.31748583912849426,0.32210710644721985,0.832772433757782,0.5738469958305359,0.7652050852775574,0.9936150908470154,0.5947052240371704,0.8308157920837402,0.8405482769012451,0.4874943196773529
12,0.6776787638664246,0.8350319266319275,0.836462676525116,0.8329145908355713,0.9959152936935425,0.7286691069602966,0.8354555368423462,0.8500697612762451,4.999999873689376e-05,0.3098944425582886,0.44757765531539917,0.8430959582328796,0.5484578013420105,0.8094578385353088,0.9947817921638489,0.6250584125518799,0.841237485408783,0.8564559817314148,0.44225358963012695
13,0.7309899926185608,0.8498983383178711,0.8526731729507446,0.8498683571815491,0.9960049986839294,0.7481666803359985,0.8502212762832642,0.8654274344444275,4.999999873689376e-05,0.2900046706199646,0.44782084226608276,0.8285157084465027,0.5668293833732605,0.7840415239334106,0.9944526553153992,0.5996171832084656,0.8274880051612854,0.8391770124435425,0.47553983330726624
14,0.7943370342254639,0.8386025428771973,0.8479260206222534,0.8647836446762085,0.9960318803787231,0.7466913461685181,0.8409610986709595,0.8596928119659424,4.999999873689376e-05,0.2914152145385742,0.3592795133590698,0.8241928219795227,0.584559977054596,0.7415432929992676,0.9940165281295776,0.5649035573005676,0.8235307335853577,0.8307459354400635,0.5153857469558716
15,0.6796709299087524,0.8468402028083801,0.8490732908248901,0.8329693078994751,0.9961751699447632,0.7509866952896118,0.8468376398086548,0.8602200150489807,4.999999873689376e-05,0.28503215312957764,0.33198022842407227,0.8342816233634949,0.5851282477378845,0.7447261214256287,0.9939869046211243,0.5547530055046082,0.8334835171699524,0.8405259847640991,0.5247220396995544
16,0.7633182406425476,0.8471964001655579,0.8376705050468445,0.8632470369338989,0.9957927465438843,0.7606830596923828,0.8478567004203796,0.8641332983970642,4.999999873689376e-05,0.27886348962783813,0.4504256844520569,0.8379636406898499,0.6347395181655884,0.7986106276512146,0.9941360354423523,0.6121214032173157,0.8363167643547058,0.8499837517738342,0.4630276560783386
17,0.7832601070404053,0.8417521715164185,0.8589503765106201,0.8541170358657837,0.996575653553009,0.7419604659080505,0.843258798122406,0.861395001411438,4.999999873689376e-05,0.29011213779449463,0.5033915042877197,0.8290237784385681,0.610013484954834,0.7909421324729919,0.9941337704658508,0.6128863096237183,0.826805830001831,0.8380952477455139,0.4598201811313629
18,0.8032776713371277,0.8474606871604919,0.8417021036148071,0.8384388089179993,0.9959678053855896,0.7482253909111023,0.8492041230201721,0.8627592921257019,4.999999873689376e-05,0.28960809111595154,0.4956747591495514,0.8367087841033936,0.6030790209770203,0.7919341921806335,0.9937691688537598,0.6254748702049255,0.8374130129814148,0.8503293395042419,0.4530472159385681
19,0.796248733997345,0.856525182723999,0.8511748909950256,0.8771880269050598,0.9962578415870667,0.7622969150543213,0.8571110367774963,0.8748956322669983,4.999999873689376e-05,0.2728951573371887,0.5285305380821228,0.8354126214981079,0.5618736147880554,0.7788368463516235,0.9940766096115112,0.6063979268074036,0.8356326222419739,0.8465504050254822,0.4666706919670105
20,0.7649083733558655,0.848268449306488,0.842056930065155,0.8405495285987854,0.9962607622146606,0.7343061566352844,0.8493546843528748,0.8646351099014282,2.499999936844688e-05,0.30209583044052124,0.41773101687431335,0.8281857967376709,0.5633959770202637,0.7579596638679504,0.9942074418067932,0.5839348435401917,0.8277758955955505,0.8345852494239807,0.4861719608306885
21,0.7469956874847412,0.8378511667251587,0.8673043847084045,0.8555283546447754,0.9961251020431519,0.7594137787818909,0.8382216095924377,0.8555468320846558,2.499999936844688e-05,0.276683509349823,0.4932149648666382,0.8371603488922119,0.5473750233650208,0.7893959283828735,0.9938960075378418,0.6014619469642639,0.8361753821372986,0.8478859663009644,0.4732232689857483
22,0.8220590949058533,0.8510684370994568,0.8528809547424316,0.8509072661399841,0.9963240623474121,0.7560837864875793,0.8523259162902832,0.8673468828201294,2.499999936844688e-05,0.2782873213291168,0.49530214071273804,0.8270780444145203,0.6562828421592712,0.7885465621948242,0.9943864941596985,0.6211990118026733,0.8277522921562195,0.838570773601532,0.44782909750938416
23,0.7523765563964844,0.844640851020813,0.8486881256103516,0.8508469462394714,0.996159553527832,0.7422176003456116,0.8455166220664978,0.8619617819786072,2.499999936844688e-05,0.2952142655849457,0.5509348511695862,0.8327703475952148,0.5708197951316833,0.7853942513465881,0.9939696788787842,0.5993826389312744,0.8329542279243469,0.8446252346038818,0.4730512201786041
24,0.6902517676353455,0.8425388932228088,0.8560377955436707,0.8296143412590027,0.9962801337242126,0.757375955581665,0.8424026370048523,0.8557284474372864,2.499999936844688e-05,0.2778393626213074,0.4805395007133484,0.8371188640594482,0.6360692977905273,0.7929794192314148,0.9939525127410889,0.6001590490341187,0.8361819982528687,0.8487815260887146,0.4759381413459778
25,0.8171625733375549,0.8630978465080261,0.8609853982925415,0.874646782875061,0.9964281320571899,0.7644432187080383,0.8647268414497375,0.8816874623298645,2.499999936844688e-05,0.2692805230617523,0.5032591223716736,0.8414777517318726,0.6358271241188049,0.7937031388282776,0.9947149753570557,0.6256610155105591,0.841937243938446,0.8551639914512634,0.4426693022251129
26,0.7828019261360168,0.8478705286979675,0.8586397171020508,0.8601340651512146,0.9965423941612244,0.7495178580284119,0.8490415811538696,0.8649537563323975,2.499999936844688e-05,0.282687246799469,0.47308146953582764,0.8359069228172302,0.6021659970283508,0.789755642414093,0.9937454462051392,0.6358979344367981,0.8354833722114563,0.8481642603874207,0.44373518228530884
27,0.7070690393447876,0.8499268293380737,0.8376648426055908,0.8530101776123047,0.9960185289382935,0.7559939622879028,0.8499347567558289,0.8643525838851929,2.499999936844688e-05,0.2814600169658661,0.46223020553588867,0.8405184149742126,0.6196749806404114,0.7957093119621277,0.994613528251648,0.6059051752090454,0.8400207161903381,0.8538426160812378,0.46411532163619995
28,0.7899749875068665,0.8415822982788086,0.8472848534584045,0.8643882274627686,0.995938777923584,0.746391773223877,0.8433102369308472,0.8617421984672546,2.499999936844688e-05,0.29164713621139526,0.39171749353408813,0.8344741463661194,0.6056489944458008,0.7726006507873535,0.9943801164627075,0.6084739565849304,0.8341046571731567,0.8447796106338501,0.4640488028526306
29,0.7192804217338562,0.860026478767395,0.8679709434509277,0.871440052986145,0.9962305426597595,0.7712188363075256,0.8599782586097717,0.8750115036964417,2.499999936844688e-05,0.2614714801311493,0.47971242666244507,0.8362364768981934,0.6127794981002808,0.7866159081459045,0.9936439394950867,0.6214507222175598,0.8360711336135864,0.8479891419410706,0.46080082654953003
