phase,global_epoch,epoch,phase_start,dice_ET,dice_NETC,dice_RC,dice_SNFH,dice_bg,dice_coef,dice_tumor_core,dice_whole_tumor,learning_rate,loss,val_dice_ET,val_dice_NETC,val_dice_RC,val_dice_SNFH,val_dice_bg,val_dice_coef,val_dice_tumor_core,val_dice_whole_tumor,val_loss
1,1,0,True,0.0053978320211172,0.3749748766422272,0.0181663744151592,0.0919741839170456,0.9327117204666138,0.1623902022838592,0.3246738314628601,0.3294923901557922,0.0010000000474974,1.1421372890472412,0.0107047408819198,0.7247470021247864,0.0337172001600265,0.5454806685447693,0.9847504496574402,0.2882344126701355,0.7209205031394958,0.7288331985473633,0.8188930749893188
1,2,1,False,0.0253798682242631,0.6831077933311462,0.1406067758798599,0.653564989566803,0.9882793426513672,0.3310524225234985,0.6796815395355225,0.7126985192298889,0.0010000000474974,0.7557781934738159,0.0633152946829795,0.7088721990585327,0.1978610455989837,0.665012538433075,0.9884306192398072,0.3751410841941833,0.7060772180557251,0.7222323417663574,0.7259582281112671
1,3,2,False,0.0665981322526931,0.7319920063018799,0.2752942442893982,0.7141395807266235,0.990559458732605,0.4005767107009887,0.7296505570411682,0.7613577842712402,0.0010000000474974,0.6797415018081665,0.1612472385168075,0.7133044004440308,0.3535264134407043,0.6849787831306458,0.9854823350906372,0.4273483157157898,0.710594654083252,0.7332859635353088,0.7024742960929871
1,4,3,False,0.0975455641746521,0.7464277744293213,0.3184454441070556,0.7419150471687317,0.9912901520729064,0.4219833016395569,0.7463563680648804,0.7792283892631531,0.0010000000474974,0.6554685831069946,0.1566082835197448,0.7485678791999817,0.5592769384384155,0.7857751250267029,0.9905336499214172,0.4593041539192199,0.7443674802780151,0.774043083190918,0.616139829158783
1,5,4,False,0.1270785629749298,0.7722694277763367,0.346051812171936,0.7448084950447083,0.9921914935112,0.4445844888687134,0.7709686160087585,0.7996283769607544,0.0010000000474974,0.6294050216674805,0.2101121246814727,0.7957622408866882,0.5086807608604431,0.7790756821632385,0.9917952418327332,0.4869487285614013,0.7963962554931641,0.8277889490127563,0.5820488929748535
1,6,5,False,0.153846800327301,0.7809221148490906,0.4362928569316864,0.7809969186782837,0.9929908514022828,0.4671810269355774,0.7799710035324097,0.8119925260543823,0.0010000000474974,0.5955937504768372,0.202577456831932,0.8094812035560608,0.5405152440071106,0.8225155472755432,0.9919983148574828,0.5116327404975891,0.8046672344207764,0.829003095626831,0.5506433844566345
1,7,6,False,0.1543815732002258,0.8003021478652954,0.4849240779876709,0.7830697298049927,0.993686318397522,0.4754637479782104,0.8001388311386108,0.8285945057868958,0.0010000000474974,0.5842026472091675,0.2951216995716095,0.8143485188484192,0.6108677387237549,0.8028917908668518,0.9923745393753052,0.5374247431755066,0.8133789300918579,0.8382514119148254,0.5255937576293945
1,8,7,False,0.1913124918937683,0.8051604628562927,0.5134828686714172,0.8028767108917236,0.9940395355224608,0.5005660057067871,0.8075031042098999,0.8357423543930054,0.0010000000474974,0.5559869408607483,0.1475944072008133,0.765957772731781,0.6001148223876953,0.7672132849693298,0.991195559501648,0.4880853593349457,0.7908834218978882,0.809026837348938,0.5930355787277222
1,9,8,False,0.2132842391729354,0.8105425834655762,0.5721615552902222,0.8096293807029724,0.9942653775215148,0.509762167930603,0.8109695315361023,0.8383862972259521,0.0010000000474974,0.5444611310958862,0.303223192691803,0.8190049529075623,0.5948745608329773,0.8501101732254028,0.9941707253456116,0.5620782375335693,0.8170667290687561,0.8443548679351807,0.4927024245262146
1,10,9,False,0.2074521332979202,0.8125017285346985,0.5831091403961182,0.8154311180114746,0.9943343997001648,0.513154923915863,0.8158280849456787,0.8416534662246704,0.0010000000474974,0.5407552719116211,0.2651640474796295,0.7670639157295227,0.5320520401000977,0.8338200449943542,0.992337703704834,0.525945782661438,0.7792739272117615,0.808580219745636,0.5554224848747253
1,11,10,False,0.2450924962759018,0.814483642578125,0.5728214979171753,0.8111822009086609,0.9941728711128236,0.5200705528259277,0.8163349628448486,0.8425025939941406,0.0010000000474974,0.5347603559494019,0.2188387364149093,0.834472119808197,0.7145770192146301,0.7979153990745544,0.9932848215103148,0.5581122636795044,0.8312993049621582,0.8404557704925537,0.5028730034828186
1,12,11,False,0.2432194650173187,0.8125600814819336,0.5774478316307068,0.8123133778572083,0.994279682636261,0.5211359858512878,0.8133087754249573,0.8389617204666138,0.0010000000474974,0.5348209142684937,0.3492299914360046,0.8443495035171509,0.7323900461196899,0.8401542901992798,0.9935590624809264,0.5544883012771606,0.8430633544921875,0.8625312447547913,0.5019552707672119
1,13,12,False,0.2613160908222198,0.8287512063980103,0.6105234622955322,0.8323042988777161,0.9948657155036926,0.5386560559272766,0.8286457061767578,0.8553240299224854,0.0010000000474974,0.5103827118873596,0.3593084216117859,0.8239362835884094,0.7796338796615601,0.8360381722450256,0.9924986362457277,0.5655717253684998,0.8233615756034851,0.8425458073616028,0.5005440711975098
1,14,13,False,0.289078027009964,0.8315871357917786,0.5997239351272583,0.8307555317878723,0.9948896169662476,0.5384756922721863,0.8333389759063721,0.8582762479782104,0.0010000000474974,0.5115228295326233,0.330567330121994,0.7850943207740784,0.7586358189582825,0.8127565383911133,0.9922540187835692,0.5346177220344543,0.7853952646255493,0.8071279525756836,0.5320680141448975
1,15,14,False,0.2981090545654297,0.832421064376831,0.630182147026062,0.8368038535118103,0.9949803948402404,0.5474671125411987,0.8329633474349976,0.8581889867782593,0.0010000000474974,0.5000671148300171,0.3742094337940216,0.7799088358879089,0.6803436875343323,0.8410387635231018,0.9930327534675598,0.5515803098678589,0.7785947322845459,0.8031125664710999,0.5130994319915771
1,16,15,False,0.3422277271747589,0.8386587500572205,0.6361595392227173,0.8384682536125183,0.9950832724571228,0.5584821701049805,0.837313175201416,0.8603823781013489,0.0010000000474974,0.4870571196079254,0.4589569866657257,0.8170803189277649,0.7909995913505554,0.8505991101264954,0.9934988021850586,0.5799845457077026,0.8175373077392578,0.839549720287323,0.4874752163887024
1,17,16,False,0.3850819170475006,0.8399080634117126,0.6362122893333435,0.8411211371421814,0.9951581358909608,0.5714441537857056,0.8380677700042725,0.8635237216949463,0.0010000000474974,0.4742905497550964,0.5069466233253479,0.838988721370697,0.8125739097595215,0.8480197787284851,0.9937463402748108,0.5923429727554321,0.8400766849517822,0.8591147065162659,0.458879142999649
1,18,17,False,0.3296388387680053,0.8181538581848145,0.5570820569992065,0.8224238753318787,0.9942378401756288,0.5334139466285706,0.8186705112457275,0.8445162773132324,0.0010000000474974,0.5221430659294128,0.378474086523056,0.8161675333976746,0.6232340931892395,0.853026270866394,0.9931875467300416,0.5359820127487183,0.8169910907745361,0.8381233215332031,0.5339961051940918
1,19,18,False,0.3325921893119812,0.8406150937080383,0.638953685760498,0.8367058634757996,0.9952167272567748,0.5630819201469421,0.8385769128799438,0.8619248270988464,0.0010000000474974,0.4816862344741821,0.4628589451313019,0.8380157947540283,0.7812478542327881,0.8562865853309631,0.9937975406646729,0.6046973466873169,0.840928316116333,0.8612631559371948,0.4447482228279114
1,20,19,False,0.3979560732841491,0.8466119170188904,0.6329177021980286,0.8487231731414795,0.9954609870910645,0.5738555788993835,0.8439984917640686,0.8686795234680176,0.0010000000474974,0.4693784415721893,0.5397209525108337,0.8323241472244263,0.8094044923782349,0.8141761422157288,0.9942167401313782,0.5717638731002808,0.8307128548622131,0.8474463820457458,0.4801077842712402
1,21,20,False,0.4709365665912628,0.8413604497909546,0.6311777234077454,0.8452135920524597,0.995290219783783,0.5775693655014038,0.8408077359199524,0.8648232221603394,0.0010000000474974,0.4676605761051178,0.4842059910297394,0.8005235195159912,0.7504602074623108,0.8395199775695801,0.9929487109184264,0.6208229064941406,0.8018286824226379,0.8207124471664429,0.4488961696624756
1,22,21,False,0.4398064017295837,0.8447710275650024,0.6404229402542114,0.8465589880943298,0.995402693748474,0.584627091884613,0.8435395359992981,0.8669302463531494,0.0010000000474974,0.4603565335273742,0.3082113265991211,0.8239016532897949,0.7078891396522522,0.7821412682533264,0.9932484030723572,0.5744398832321167,0.826599657535553,0.8415817618370056,0.4959655702114105
1,23,22,False,0.5300703048706055,0.8583319783210754,0.6805295348167419,0.8620119094848633,0.9957793951034546,0.619373619556427,0.8569411635398865,0.8789956569671631,0.0005000000237487,0.4200483858585357,0.589722216129303,0.8308294415473938,0.8094914555549622,0.8571951389312744,0.9944214224815368,0.6468583345413208,0.8341532945632935,0.8547350764274597,0.4085060060024261
1,24,23,False,0.5538535118103027,0.8640118837356567,0.6897261142730713,0.8615551590919495,0.9958802461624146,0.6131670475006104,0.8623283505439758,0.8830199837684631,0.0005000000237487,0.4255917370319366,0.591386616230011,0.8311770558357239,0.8087732791900635,0.8551696538925171,0.9939373135566713,0.5883740782737732,0.8321171998977661,0.8505169153213501,0.4710299372673034
1,25,24,False,0.5882095694541931,0.8569262027740479,0.6959677338600159,0.8648231029510498,0.9957042932510376,0.6293021440505981,0.8551348447799683,0.8773703575134277,0.0005000000237487,0.4100929796695709,0.5778988599777222,0.8557985424995422,0.7254031300544739,0.8470732569694519,0.9940073490142822,0.5801862478256226,0.8556697964668274,0.8684175610542297,0.4734298586845398
1,26,25,False,0.5637651085853577,0.8554632663726807,0.6849729418754578,0.8551740050315857,0.995683491230011,0.6313508749008179,0.8560341596603394,0.8779364824295044,0.0005000000237487,0.4098576009273529,0.301156610250473,0.8081863522529602,0.7529920935630798,0.7795395255088806,0.9930317997932434,0.5308750867843628,0.8308200240135193,0.8520344495773315,0.5297194123268127
1,27,26,False,0.5487249493598938,0.8368812203407288,0.6642360687255859,0.8443460464477539,0.99520742893219,0.5694855451583862,0.8385401964187622,0.8633348345756531,0.0005000000237487,0.4770465791225433,0.5912104845046997,0.8298501968383789,0.8149690628051758,0.8187669515609741,0.994251310825348,0.6056122183799744,0.8307876586914062,0.848854660987854,0.4452939629554748
